tiktok_links,text,sentiment,keywords_rake,keywords_spacy,main_topic_lda
https://vm.tiktok.com/ZT85hLPpP/," and test takers, just three students wrote about the error to the college board, the company that administers the SAT. Shiven Cartha, Bruce Taub, and Doug Young Rice. I did a lot of math problems when I was young. For the competitions, I'd probably did thousands of math problems. I read it, and I was amazed how badly it's worth it. I just put three down. I figured that's what they wanted. The three students were confident none of the listed answers were correct, and their letters showed it. As a director at the testing service recalled, they didn't say they had come up with possible alternative answers, or that maybe we were wrong. They said flat out, you're wrong, and they proved it. I discussed it with some other people, and said, I think there was a mistake, and they mostly said, and I don't care. I wrote a letter to the educational testing service. It was a little while later. They called us and said, I was correct. Here is their arguments. The simplest version of this problem is with two identical coins. These have the exact same circumference. By our initial logic, this coin should rotate exactly once as it rolls around the other. Let's try it. Okay. But wait, we can see it's already right side up at the halfway point. If we finish rolling it around the other coin, it'll have rotated not once, but twice. One of the coins are the exact same size. There are no tricks here. You can try it for yourself, and I'll do it again slowly. It's one. Two. This is now as the coin rotation paradox. This paradox also applies to question 17. I've made a two-scale model of the problem when useful tip for standardized tests. Even though they say their images are not to scale, they almost always are. So when we roll circle A around circle B,",Non Toxic or Negative,"['testing service recalled', 'paradox also applies', 'educational testing service', 'already right side', 'possible alternative answers', 'doug young rice', 'coin rotation paradox', 'around circle b', 'three students wrote', 'two identical coins', 'three students', 'roll circle', 'listed answers', 'put three', 'useful tip', 'test takers', 'standardized tests', 'simplest version', 'shiven cartha', 'rotate exactly', 'rolls around', 'question 17', 'math problems', 'math problems', 'letters showed', 'initial logic', 'halfway point', 'finish rolling', 'even though', 'confident none', 'college board', 'called us', 'bruce taub', 'almost always', 'scale model', 'said flat', 'mostly said', 'young', 'wrote', 'coins', 'around', 'two', 'two', 'coin', 'coin', 'scale', 'said', 'said', 'wrong', 'wrong', 'worth', 'wanted', 'wait', 'twice', 'try', 'try', 'tricks', 'thousands', 'think', 'slowly', 'size', 'see', 'say', 'say', 'sat', 'rotated', 'read', 'proved', 'problem', 'problem', 'probably', 'people', 'one', 'one', 'okay', 'mistake', 'maybe', 'made', 'lot', 'little', 'letter', 'let', 'later', 'images', 'figured', 'exact', 'exact', 'error', 'discussed', 'director', 'correct', 'correct', 'competitions', 'company', 'come', 'circumference', 'care', 'badly', 'arguments', 'amazed', 'administers']","[('three', 'CARDINAL'), ('SAT', 'ORG'), ('Shiven', 'CARDINAL'), ('Cartha', 'PERSON'), ('Bruce Taub', 'PERSON'), ('Doug Young Rice', 'PERSON'), ('thousands', 'CARDINAL'), ('three', 'CARDINAL'), ('three', 'CARDINAL'), ('two', 'CARDINAL'), ('One', 'CARDINAL'), ('Two', 'CARDINAL'), ('17', 'CARDINAL'), ('two', 'CARDINAL')]","[(0, '0.022*""\'s"" + 0.022*""coin"" + 0.018*""said"" + 0.018*""problem"" + 0.014*""three""')]"
https://vm.tiktok.com/ZT85h24DM/," grabs the thread. The rotating hook spins around, the first loop is released, and then the hook grabs the second loop. It took Gibbs 37 prototypes, all carved out of wood to get this incredible looper shape just right. And then that same shape was used on over 80 models of sewing machines for 80 years. The looper was held by pieces of metal, tightly enough that it didn't fall out, but with enough of a gap for the thread to pass through all the way around. We're showing a simplified model here for clarity. But there's a flaw with this simple way of making a chain stitch. If the thread comes loose, you can easily pull out all the stitching. It's remarkable how quickly and easily the thread gets pulled out because there's barely any friction with the fabric. The only friction holding each stitch in place is the loop from the previous stitch. So once one goes, they just all go in a chain. So people developed more complex chain stitches that use more thread and are more robust. You'll likely find chain stitches holding the hem of your jeans together. You can also embroider beautiful patterns with the chain stitch. Anything that kind of had decorative stitches is what it was originally used for. But then I became used for all kind of lettering and flowers. You're sort of doing gymnastics, figuring out if I feel this direction, where is my next path going to be? You're kind of think ahead of yourself. I think as you become more skilled with the machines too, that's where your work begins to look a lot more refined. Besides the chain stitch, there is a completely different way to secure the thread. And honestly, it's kind of genius. All it requires is two separate schools of thread. Now this school of thread is called the bobbin. So here's how it works. The needle goes through two pieces of fabric. All the way down. And then you pass the second school of thread completely through a loop in the top school. And then bring the needle back up. Pull in the egg.",Non Toxic or Negative,"['likely find chain stitches holding', 'took gibbs 37 prototypes', 'also embroider beautiful patterns', 'rotating hook spins around', 'next path going', 'complex chain stitches', 'two separate schools', 'thread gets pulled', 'thread comes loose', 'completely different way', 'incredible looper shape', 'decorative stitches', 'way around', 'friction holding', 'hook grabs', 'chain stitch', 'chain stitch', 'chain stitch', 'thread completely', 'work begins', 'two pieces', 'simplified model', 'simple way', 'people developed', 'one goes', 'needle goes', 'needle back', 'jeans together', '80 years', '80 models', 'previous stitch', 'top school', 'second school', 'originally used', 'became used', 'tightly enough', 'think ahead', 'sewing machines', 'second loop', 'first loop', 'easily pull', 'chain', 'way', 'shape', 'looper', 'stitch', 'used', 'school', 'thread', 'thread', 'thread', 'thread', 'thread', 'thread', 'think', 'pull', 'pieces', 'machines', 'loop', 'loop', 'grabs', 'friction', 'enough', 'easily', 'works', 'wood', 'use', 'stitching', 'sort', 'skilled', 'showing', 'secure', 'robust', 'right', 'requires', 'remarkable', 'released', 'refined', 'quickly', 'place', 'pass', 'pass', 'metal', 'making', 'lot', 'look', 'lettering', 'kind', 'kind', 'kind', 'kind', 'honestly', 'hem', 'held', 'gymnastics', 'go', 'get', 'genius', 'gap', 'flowers', 'flaw', 'figuring', 'feel', 'fall', 'fabric', 'fabric', 'egg', 'direction', 'clarity', 'carved', 'called', 'bring', 'bobbin', 'besides', 'become', 'barely', 'anything']","[('first', 'ORDINAL'), ('second', 'ORDINAL'), ('Gibbs 37', 'PERSON'), ('80', 'CARDINAL'), ('80 years', 'DATE'), ('two', 'CARDINAL'), ('two', 'CARDINAL'), ('second', 'ORDINAL')]","[(0, '0.033*""thread"" + 0.030*""stitch"" + 0.023*""\'s"" + 0.023*""chain"" + 0.016*""school""')]"
https://www.tiktok.com/@vicblends/video/7304049323598204203?is_from_webapp=1&sender_device=pc&web_id=7275459214855194143," I got a question. I give out free haircuts. I was wondering if you had some time today, man. I would love to bless you with a haircut. You take a knee, boy? I think I can make you look pretty good, man. Sure. I'm positive. What are you going to do now? Right here. I got my table and my chair. Sure. Why not? Very good. Come on, man. I got you. What is your name and what do you do? Glenn and I'm a software developer. And how long have you been a software developer for? 26 years. It's a long time to be in a career field. Yeah. Same company, too. Oh, wow. That's a blessing even more. It really is. So, working for it. See, I'm 58 now. So, I'm hoping 62. That's what I'm hoping to shoot. A couple more years. That's a long more years. A couple more years. You're almost there. How do you feel? I know people have had that problem where, you know, they don't like their 50s. I mean, I really enjoy my 50s. What is the best part about being 50? I think just the relaxation, not worrying so much about things and the boring. I'm not worrying about how people would perceive you. I'm just going to worry about you about that. What do you think the process is to get to a point like that? Competence in yourself. Competence is who you are, how you know yourself, and how you perceive yourself. That's what it comes out to. What do you think is the biggest difference from your generation to this one? I think this generation is much for you to, you know, explore things that, when I was growing up, I don't thinkceğiz had the opportunity to do it. And, opportunity is for you to have the opportunity to do it. And, you know, you have to be able to do it. And, you know, to be able to do it. weeds. And, you know, to be able to do it. I don't think we had the opportunity to do it. And, opportunities that come forward in that, I don't think we had when we were young. I could definitely agree to that. I mean, this generation stands up for the rights a lot, whether people like to give us credit for it or not. But, we believe in equality in a big way. So, acceptance of a person for whoever they are has been so big for us. Yeah. You stay by yourself? Yeah, live by yourself. Never marry or anything. So, yeah. Was that ever a goal for you? When you're younger, you expect that you're just going to get married. But, over time, you just realize, that maybe there's just not somebody that you really are interested in. And, why did you get good friends? That's what I have now. I think that helped. Have you gave up the idea of being married? No. No? No. You never know, man. Who knows if this haircut I do? I might have somebody for you by the time you get home, man. You can never give up on the idea of love, though. That's right. You can. That is true. I love that, man. I mean, I am dating someone right now. Okay. And, we get along really well. And, I think we're a good match. But, you know, just playing it by ear and see. You know, just playing by ear and see. You know, just playing by ear and see about each other. That's the best way to do it, man. It's a play by ear. Take a day by day. What do you think the best piece of advice that you ever heard? Be kind. Just to be kind of people. You don't know what people are going through at the end of your time. And, so, don't just assume you know what somebody is going through. Any kind of people is something I think is getting lost. I think it's the most important thing to be kind to our shoulders. We never know how far one small gesture could do for somebody. Oh, look at that. Dude, you look at me looking smooth. Yes, sir. Yes, sir. It's good. I like it. And, I appreciate you. Thank you so much for the trust. Yeah. Thank you. It means a lot. Thank you. Hope you get the feeling better. Look at them.",Non Toxic or Negative,"['far one small gesture could', 'get along really well', 'could definitely agree', 'dating someone right', 'get good friends', 'give us credit', 'whether people like', 'look pretty good', 'people would perceive', 'get home', 'software developer', 'software developer', 'really enjoy', 'never marry', 'never give', 'looking smooth', 'important thing', 'good match', 'getting lost', 'free haircuts', 'feeling better', 'career field', 'blessing even', 'biggest difference', 'best way', 'best piece', 'best part', 'would love', 'point like', 'get married', 'hoping 62', 'explore things', 'ever heard', 'come forward', 'big way', 'time today', 'generation stands', '26 years', 'never know', 'never know', 'know people', 'one', 'long time', 'get', 'get', 'us', 'really', 'really', 'perceive', 'good', 'good', 'give', 'people', 'people', 'people', 'like', 'like', 'right', 'right', 'things', 'married', 'look', 'look', 'look', 'hoping', 'ever', 'come', 'big', 'time', 'time', 'time', 'love', 'love', 'long', 'long', 'generation', 'generation', 'years', 'years', 'years', 'know', 'know', 'know', 'know', 'know', 'know', 'know', 'know', 'know', 'know', 'know', 'younger', 'young', 'yes', 'yes', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'wow', 'worrying', 'worrying', 'worry', 'working', 'wondering', 'whoever', 'weeds', 'trust', 'true', 'though', 'thinkceğiz', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'thank', 'thank', 'thank', 'take', 'take', 'table', 'sure', 'sure', 'stay', 'something', 'somebody', 'somebody', 'somebody', 'somebody', 'sir', 'sir', 'shoulders', 'shoot', 'see', 'see', 'see', 'see', 'rights', 'relaxation', 'realize', 'question', 'process', 'problem', 'positive', 'playing', 'playing', 'playing', 'play', 'person', 'opportunity', 'opportunity', 'opportunity', 'opportunity', 'opportunities', 'okay', 'oh', 'oh', 'name', 'much', 'much', 'much', 'might', 'means', 'mean', 'mean', 'mean', 'maybe', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'make', 'lot', 'lot', 'live', 'knows', 'knee', 'kind', 'kind', 'kind', 'kind', 'interested', 'idea', 'idea', 'hope', 'helped', 'haircut', 'haircut', 'growing', 'got', 'got', 'got', 'going', 'going', 'going', 'going', 'going', 'goal', 'glenn', 'gave', 'feel', 'expect', 'equality', 'end', 'ear', 'ear', 'ear', 'ear', 'dude', 'day', 'day', 'couple', 'couple', 'competence', 'competence', 'company', 'comes', 'chair', 'boy', 'boring', 'bless', 'believe', 'assume', 'appreciate', 'anything', 'almost', 'advice', 'acceptance', 'able', 'able', 'able', '58', '50s', '50s', '50']","[('today', 'DATE'), ('Glenn', 'PERSON'), ('26 years', 'DATE'), ('58', 'DATE'), ('62', 'DATE'), ('A couple more years', 'DATE'), ('a long more years', 'DATE'), ('A couple more years', 'DATE'), ('50s', 'DATE'), ('50s', 'DATE'), ('one', 'CARDINAL')]","[(0, '0.033*""know"" + 0.027*""\'s"" + 0.027*""think"" + 0.016*""man"" + 0.016*""\'m""')]"
https://www.tiktok.com/@keenanbank/video/7305854663285312773?is_from_webapp=1&sender_device=pc&web_id=7275459214855194143," How much for this tomato? Can I just buy one? Yeah, like $25. That's it? Yeah. I'm just hungry, I want to make a sandwich. Yeah, right? I can buy one? Yeah. I'll just $25. Yeah. $25. Can I donate today? To what? You. All the money is going to that. Let's bring it to that. So you don't want your face? So it will go to community later? Absolutely. Yeah. I think everything. Oh, in that case, can I donate more? No. No, like hey, what are you out here doing? Are you like? I'm donating and buying tomatoes. I don't want to be like a burger. No, I'm a customer. You can actually keep the tomato. I should go. I'll keep it. Do you have a bag? Give them back some money. I was going to and then he gave me $10. Thank you. Here's your change for the first thing. I want to donate it. Are you sure? Yeah. Buy yourself some lunch. I already keep it. We get like $7 vouchers. Oh, okay. Okay, maybe I'll buy a drink or something. Yeah. It's because who likes change? A lot of people actually. Yeah. I'm not. I'm not. I'm not. I'm not. A lot of people actually. Not. Oh, wait a drink. There's so many lemonade stands. What's your name? I'm Peter. Nice to meet you. I have one message to the world. What would that be? Love is love. Be happy and it's really it. Awesome. Good job.",Non Toxic or Negative,"['many lemonade stands', 'think everything', 'people actually', 'people actually', 'one message', 'good job', 'first thing', 'community later', 'buying tomatoes', '7 vouchers', 'already keep', 'actually keep', 'likes change', 'buy one', 'buy one', 'like hey', 'get like', 'donate today', 'keep', 'change', 'buy', 'buy', 'like', 'like', 'like', 'donate', 'donate', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'would', 'world', 'want', 'want', 'want', 'want', 'wait', 'tomato', 'tomato', 'thank', 'sure', 'something', 'sandwich', 'right', 'really', 'peter', 'okay', 'okay', 'oh', 'oh', 'oh', 'nice', 'name', 'much', 'money', 'money', 'meet', 'maybe', 'make', 'lunch', 'love', 'love', 'lot', 'lot', 'let', 'hungry', 'happy', 'going', 'going', 'go', 'go', 'give', 'gave', 'face', 'drink', 'drink', 'donating', 'customer', 'case', 'burger', 'bring', 'bag', 'back', 'awesome', 'absolutely', '25', '25', '25', '10']","[('25', 'MONEY'), ('just $25', 'MONEY'), ('25', 'MONEY'), ('today', 'DATE'), ('10', 'MONEY'), ('first', 'ORDINAL'), ('7', 'MONEY'), ('Peter', 'PERSON')]","[(0, '0.048*""yeah"" + 0.043*""\'m"" + 0.038*""\'s"" + 0.033*""like"" + 0.024*""buy""')]"
https://www.tiktok.com/@dancookedit/video/7294418505070398766?is_from_webapp=1&sender_device=pc&web_id=7275459214855194143," How did the biggest Chipotle burrito in the world just to see how much it would cost? And the price of it actually really surprised me. I'm just trying to get the biggest burrito possible. Now don't get me wrong, I really love Chipotle, but in the past two years they've increased their prices four times. Per reference the normal burrito that I ordered cost almost $17. So is it more affordable to get a monster burrito instead? They put down three tortillas and started loading it with stuff, starting with white rice and triple black beans. At this point they already needed two people to move it to the side. They then put three scoops of chicken in all of the toppings, tomato, hot sauce, sour cream, corn, cheese, double guacamole and lettuce. But when they try to roll it up, it did not go as planned. With the power of two people they couldn't get everything to fit into the three tortillas, so they grabbed another one and added it to the middle. But these employees had some serious burrito rolling skills and after a bit of struggling they were finally able to roll it up and make the biggest burrito I have ever seen. They then packaged it very nicely for me and the total price for this triple burrito was 2327.",Non Toxic or Negative,"['serious burrito rolling skills', 'already needed two people', 'really love chipotle', 'prices four times', 'past two years', 'grabbed another one', 'actually really surprised', 'monster burrito instead', 'triple black beans', 'ordered cost almost', 'biggest burrito possible', 'biggest chipotle burrito', 'put three scoops', 'two people', 'biggest burrito', 'triple burrito', 'normal burrito', 'would cost', 'three tortillas', 'three tortillas', 'white rice', 'started loading', 'sour cream', 'per reference', 'hot sauce', 'finally able', 'ever seen', 'double guacamole', 'total price', 'get everything', 'put', 'price', 'get', 'get', 'get', 'wrong', 'world', 'trying', 'try', 'toppings', 'tomato', 'stuff', 'struggling', 'starting', 'side', 'see', 'roll', 'roll', 'power', 'point', 'planned', 'packaged', 'nicely', 'much', 'move', 'middle', 'make', 'lettuce', 'increased', 'go', 'fit', 'employees', 'corn', 'chicken', 'cheese', 'bit', 'affordable', 'added', '2327', '17']","[('Chipotle', 'PERSON'), ('Chipotle', 'ORG'), ('the past two years', 'DATE'), ('four', 'CARDINAL'), ('almost $17', 'MONEY'), ('three', 'CARDINAL'), ('two', 'CARDINAL'), ('three', 'CARDINAL'), ('two', 'CARDINAL'), ('three', 'CARDINAL'), ('2327', 'DATE')]","[(0, '0.037*""burrito"" + 0.023*""get"" + 0.019*""three"" + 0.019*""two"" + 0.019*""biggest""')]"
https://www.tiktok.com/@championsleague/video/7307236577925729569?is_from_webapp=1&sender_device=pc&web_id=7275459214855194143,pell,Non Toxic or Negative,['pell'],"[('pell', 'PERSON')]","[(0, '1.000*""pell""')]"
https://www.tiktok.com/@lookalike.tv/video/7287589563147734318?is_from_webapp=1&sender_device=pc&web_id=7275459214855194143," Every time I say Oh, I feel the freedom to my home I've been lonely too long For I can't be so strong To change the form and take my home I need you through There's no time I'll ever go through I'm sorry, sorry, sorry I'm sharing, sharing, lady Go into the ocean Love is where you're finding Listen to your heart I'm sharing, sharing, lady I live in the ocean It's always like the first time You see the people I'm sharing, sharing, lady I'm the blackest woman I've ever been Listen to your heart I'm sharing, sharing, lady Go into the ocean And you'll be waiting You'll be waiting You'll be waiting You'll be waiting",Non Toxic or Negative,"['say oh', 'blackest woman', 'always like', 'first time', 'every time', 'lady go', 'lady go', 'finding listen', 'ever go', 'ocean love', 'time', 'listen', 'lady', 'lady', 'ever', 'ocean', 'ocean', 'waiting', 'waiting', 'waiting', 'waiting', 'take', 'strong', 'sorry', 'sorry', 'sorry', 'sharing', 'sharing', 'sharing', 'sharing', 'sharing', 'sharing', 'sharing', 'sharing', 'see', 'people', 'need', 'long', 'lonely', 'live', 'home', 'home', 'heart', 'heart', 'freedom', 'form', 'feel', 'change']","[('Love', 'WORK_OF_ART'), ('first', 'ORDINAL')]","[(0, '0.078*""sharing"" + 0.060*""\'m"" + 0.052*""\'ll"" + 0.043*""lady"" + 0.043*""waiting""')]"
https://vm.tiktok.com/ZT85rcSLS/, We're probably dead dude. Hey nice day don't flash,Non Toxic or Negative,"['probably dead dude', 'hey nice day', 'flash']",[],"[(0, '0.111*""probably"" + 0.111*""n\'t"" + 0.111*""flash"" + 0.111*""dude"" + 0.111*""\'re""')]"
https://vm.tiktok.com/ZT85hNPpn/," Okay, that's all. Emmy! Oh my God, oh my God, oh my God, oh my God! YING! YING!",Non Toxic or Negative,"['ying', 'ying', 'okay', 'oh', 'oh', 'oh', 'oh', 'god', 'god', 'god', 'god', 'emmy']","[('YING', 'PERSON')]","[(0, '0.263*""god"" + 0.263*""oh"" + 0.158*""ying"" + 0.105*""emmy"" + 0.105*""\'s""')]"
https://vm.tiktok.com/ZT85rvWHM/, with his death them a No! No! No!,Non Toxic or Negative,['death'],[],"[(0, '1.000*""death""')]"
https://vm.tiktok.com/ZT85rTC8R/, I hate you! I've been waiting for this all my fucking life! I fucking hate you! Fuck you! Fuck you! Stop! This is... this is the part I can't believe it has stood there.,Toxic,"['fucking life', 'fucking hate', 'hate', 'waiting', 'stop', 'stood', 'part', 'fuck', 'fuck', 'believe', '...']",[],"[(0, '0.103*""fuck"" + 0.103*""fucking"" + 0.103*""hate"" + 0.069*""believe"" + 0.069*""part""')]"
https://vm.tiktok.com/ZT85hMS8U/," Mary sold me a PSA 10 first edition Charizard. There's only like 120, maybe 121 in the world. I went in there with the intention of buying one of his BGS 10 Charzards. There's only two in the world. But I thought to myself, I wonder what would happen if I cut this card out, this $150,000 card out of the PSA case and submitted it as a raw card. Well, that's risky because what if they like go, oh, it's a seven now? About six. Not only that, they can downgrade it. Boy, if it goes, no. What if when you take out the $150,000 card from the PSA slab, because it's not a super clean process, you have to use like wire cutters and like a screwdriver. What's there? No, I know. If you nick that fucking thing, this much, you lose a hundred grand like this. So I'm like, fuck it, bro. I'm going to try to cut this out of the case and risk losing my investment, my prize possession. So I fucking flew to Texas. I submitted it to BGS as a raw card. It got graded a fucking 10. It became the third BGS 10 in the world, probably five X to value right there. And it fucking worked. I can play fucking work.",Toxic,"['psa 10 first edition charizard', 'use like wire cutters', 'super clean process', 'probably five x', 'third bgs 10', 'bgs 10 charzards', 'play fucking work', 'hundred grand like', 'fucking 10', 'psa slab', 'psa case', 'fucking worked', 'fucking thing', 'fucking flew', 'like go', 'like 120', 'would happen', 'value right', 'risk losing', 'prize possession', 'maybe 121', 'mary sold', 'got graded', 'buying one', 'raw card', 'raw card', '000 card', '000 card', 'bgs', 'like', 'like', 'card', 'case', 'world', 'world', 'world', 'wonder', 'went', 'well', 'two', 'try', 'thought', 'texas', 'take', 'submitted', 'submitted', 'six', 'seven', 'screwdriver', 'risky', 'oh', 'nick', 'much', 'lose', 'know', 'investment', 'intention', 'going', 'goes', 'fuck', 'downgrade', 'cut', 'cut', 'bro', 'boy', 'became', '150', '150']","[('Mary', 'PERSON'), ('Charizard', 'ORG'), ('120', 'CARDINAL'), ('121', 'CARDINAL'), ('one', 'CARDINAL'), ('BGS', 'ORG'), ('only two', 'CARDINAL'), ('150,000', 'MONEY'), ('PSA', 'ORG'), ('seven', 'CARDINAL'), ('About six', 'DATE'), ('150,000', 'MONEY'), ('PSA', 'ORG'), ('a hundred grand', 'CARDINAL'), ('Texas', 'GPE'), ('BGS', 'ORG'), ('10', 'CARDINAL'), ('third', 'ORDINAL'), ('BGS', 'ORG'), ('10', 'CARDINAL'), ('five', 'CARDINAL')]","[(0, '0.036*""\'s"" + 0.036*""like"" + 0.031*""card"" + 0.031*""fucking"" + 0.021*""bgs""')]"
https://vm.tiktok.com/ZT85rwyUR/," I'll be honest with you bro, Jesus Christ fucks. Oh God. And people don't think that about him. That guy is fucking dope. I disagree. I just, I don't think that we have to condemn homosexuality. I don't think that we have to condemn sex before marriage. I don't know if I can get behind. Like that's silly to me. That seems silly to me. So I think it's a silly practice to engage in. And I think it deserves satire. Every, every, you all think you're right. And you think that the Muslims are going to hell. And they think that you're going to hell. Why we have to perpetuate a belief that is fucking. I say, I know people that hate me, that treat me better about my faith and you and you're my best friend. And that really hurt me as you told me I need a therapist because I believe in Jesus. What do I need a therapist for then? Jesus isn't doing it for you. I believe you're a therapist for. I don't believe you're as emotionally mature as you could be. I don't think the prayer is doing enough. I think actual conversation with a medical professional will help you learn and discover a lot more about yourself that may open up a bit more wavelengths in your brain to become the person that you want to become. Conversion therapy. Like what is conversion therapy? Something your church does. Stop saying my church, bro. I don't know what it's something. You're put it's also something that's also something that everyone wants to be coddled into the truth. Everyone wants to be handheld and walked up the mountain with a buddy instead of climbing it themselves. We need them.",Toxic,"['jesus christ fucks', 'think actual conversation', 'stop saying', 'really hurt', 'oh god', 'medical professional', 'may open', 'get behind', 'everyone wants', 'everyone wants', 'emotionally mature', 'deserves satire', 'conversion therapy', 'conversion therapy', 'condemn sex', 'condemn homosexuality', 'buddy instead', 'best friend', 'silly practice', 'seems silly', 'fucking dope', 'also something', 'also something', 'know people', 'silly', 'jesus', 'jesus', 'something', 'something', 'people', 'fucking', 'know', 'know', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'think', 'wavelengths', 'want', 'walked', 'truth', 'treat', 'told', 'therapist', 'therapist', 'therapist', 'say', 'right', 'put', 'prayer', 'person', 'perpetuate', 'need', 'need', 'need', 'muslims', 'mountain', 'marriage', 'lot', 'like', 'like', 'learn', 'honest', 'help', 'hell', 'hell', 'hate', 'handheld', 'guy', 'going', 'going', 'faith', 'every', 'every', 'enough', 'engage', 'discover', 'disagree', 'could', 'coddled', 'climbing', 'church', 'church', 'bro', 'bro', 'brain', 'bit', 'better', 'believe', 'believe', 'believe', 'belief', 'become', 'become']","[('Jesus Christ', 'PERSON'), ('Muslims', 'NORP'), ('Jesus', 'PERSON'), ('Jesus', 'PERSON')]","[(0, '0.047*""think"" + 0.038*""n\'t"" + 0.030*""\'re"" + 0.026*""\'s"" + 0.021*""something""')]"
https://vm.tiktok.com/ZT85rv4M4/," is a failed city. Here we go. Lootie County. So, shall we go to the other side? Oh, man. In this stop and mall right here, a few weeks ago, my mother was in there. Two dudes ran in with us, started stabbing each other, I want them died. I have a whole course. Yeah. Here for LPC, Jonathan Charles Henry. Poor guy, just standing around doing this job. Some fucking lunatic stabbed him to death right here in the street. Digging cigarettes out the abstracts. I, Tristan Tate, used to work here for a few months. Putting things all shall. Pulling them. Somebody built this at his house. And then he passed it down the various generations of his family. And one guy in his family got to death. And then enough having to sell the estate, which is now bought by a hotel company. And then he killed himself in this house. It's a true story.",Non Toxic or Negative,"['two dudes ran', 'jonathan charles henry', 'fucking lunatic stabbed', 'whole course', 'weeks ago', 'various generations', 'true story', 'tristan tate', 'started stabbing', 'standing around', 'somebody built', 'putting things', 'poor guy', 'one guy', 'mall right', 'lootie county', 'hotel company', 'failed city', 'digging cigarettes', 'family got', 'death right', 'family', 'death', 'yeah', 'work', 'want', 'used', 'us', 'street', 'stop', 'side', 'shall', 'shall', 'sell', 'pulling', 'passed', 'oh', 'mother', 'months', 'man', 'lpc', 'killed', 'job', 'house', 'house', 'go', 'go', 'estate', 'enough', 'died', 'bought', 'abstracts']","[('Lootie County', 'GPE'), ('a few weeks ago', 'DATE'), ('Two', 'CARDINAL'), ('Jonathan Charles Henry', 'PERSON'), ('Tristan Tate', 'PERSON'), ('a few months', 'DATE'), ('one', 'CARDINAL')]","[(0, '0.020*""right"" + 0.020*""death"" + 0.020*""family"" + 0.020*""house"" + 0.020*""shall""')]"
https://vm.tiktok.com/ZT85r3xsh/," A woman can't go around fucking people and pretend it's the same as a man running around fucking people is absolutely not the same. If I, a man can only cheat if he loves someone else. If I have a woman who I truly love and I go out and fuck and I come back to her and I don't care about her and I only love my girl, that's not cheating. That's exercise. If she even talks to a dude, it's cheating. Because females are emotionally invested. I have no emotional investment.",Toxic,"['man running around fucking people', 'go around fucking people', 'loves someone else', 'even talks', 'emotionally invested', 'emotional investment', 'come back', 'truly love', 'man', 'go', 'love', 'woman', 'woman', 'pretend', 'girl', 'fuck', 'females', 'exercise', 'dude', 'cheating', 'cheating', 'cheat', 'care', 'absolutely']",[],"[(0, '0.065*""\'s"" + 0.052*""love"" + 0.039*""woman"" + 0.039*""around"" + 0.039*""man""')]"
https://vm.tiktok.com/ZT85h24fC/," You know what, my chick's catching me though. I get busted. I try to mess with her the day she goes, stop boarding me messages. I'm not forwarding your messages. You're forwarding me messages, I'm tired of it. I know your saying to everyone. I'm like, I have to fuck you shit all for it. Messages, I check, doesn't say forwarded. I even googled quickly. Can you tell me what's that nice just forwarded? Nothing came up, I was like, I gotta fuck this bitch, you know. So I call her, I was like, what the fuck are you talking about? She goes, every time I message you, you don't read it. And I was like, so, she goes, there's no blue ticks ever. But I still get messages from you. How are you writing messages to me without opening the conversation? I was like, you're pretty smart. You're pretty smart. Cause I just send forward messages out generic things. How's your day? Oh, and I don't read any of the replies. I'm busy. Yeah, I don't get to fuck with it. I got shit to do. So she worked it out. We broke up now, unfortunately. Car has blocked. But the others are still like, oh my, my day is to the day.",Toxic,"['even googled quickly', 'blue ticks ever', 'send forward messages', 'still get messages', 'without opening', 'stop boarding', 'pretty smart', 'pretty smart', 'nothing came', 'get busted', 'generic things', 'every time', 'writing messages', 'still like', 'say forwarded', 'got shit', 'gotta fuck', 'get', 'messages', 'messages', 'messages', 'messages', 'shit', 'forwarded', 'fuck', 'fuck', 'fuck', 'like', 'like', 'like', 'like', 'like', 'yeah', 'worked', 'unfortunately', 'try', 'tired', 'though', 'tell', 'talking', 'saying', 'replies', 'read', 'read', 'others', 'oh', 'oh', 'nice', 'message', 'mess', 'know', 'know', 'know', 'goes', 'goes', 'goes', 'forwarding', 'forwarding', 'everyone', 'day', 'day', 'day', 'day', 'conversation', 'chick', 'check', 'cause', 'catching', 'car', 'call', 'busy', 'broke', 'blocked', 'bitch']","[('the day', 'DATE')]","[(0, '0.051*""message"" + 0.039*""like"" + 0.028*""\'s"" + 0.028*""day"" + 0.028*""\'m""')]"
